topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
4,1,2,10,1,1,1000,10,1024,100,2,0,29749.083333333332
4,1,2,10,1,1,1000,1000,1024,10000,5,0,14306.416666666666
2,1,2,1000000,1,0,1,1000,512,10000,2,0,85.166666666666671
2,10,4,10,10,0,1,10,1024,100,5,29,8191.166666666667
4,10,4,1000000,10,1,1,1000,512,10000,5,0,15.833333333333334
2,10,2,1000000,1,1,1,1000,512,10000,2,29,154.0
4,10,2,10,10,1,1000,1000,512,10000,5,0,11955.083333333334
2,1,4,1000000,1,1,1,10,512,100,2,29,85.333333333333329
4,10,4,10,1,1,1,1000,512,10000,5,0,849.5
2,10,2,10,1,1,1,10,512,100,2,29,905.33333333333337
4,10,2,10,1,0,1000,10,512,100,5,29,12217.166666666666
2,10,2,10,1,0,1,10,512,100,2,0,916.25
2,10,2,10,1,1,1,1000,512,10000,2,0,906.08333333333337
4,1,4,10,1,1,1,10,512,100,5,29,893.58333333333337
4,1,2,10,10,1,1,10,1024,100,5,29,5372.5
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,64.333333333333329
2,10,4,10,10,1,1,1000,512,10000,5,29,8189.833333333333
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,56.5
4,1,4,10,10,1,1,10,1024,100,5,0,5065.833333333333
2,1,4,10,1,0,1,10,512,100,2,0,916.41666666666663
4,10,2,1000000,10,0,1,10,512,100,5,29,0.58333333333333337
2,1,4,1000000,1,0,1000,10,1024,100,2,0,2.6666666666666665
2,10,4,10,1,0,1,10,512,100,5,29,923.25
4,1,4,1000000,10,1,1,1000,512,10000,2,0,341.08333333333331
2,10,4,10,10,0,1,10,512,100,5,0,8142.75
2,10,2,10,1,0,1000,1000,512,10000,5,29,17678.75
2,1,2,10,10,1,1000,1000,512,10000,5,0,20594.916666666668
2,10,4,10,1,0,1,1000,1024,10000,5,29,905.75
2,1,2,10,10,0,1000,1000,512,10000,2,0,25733.0
4,1,2,10,1,0,1000,10,512,100,2,0,27590.083333333332
2,10,2,10,1,0,1000,10,512,100,5,29,17349.583333333332
4,10,2,10,1,0,1,1000,1024,10000,2,29,906.5
4,10,4,10,10,1,1000,10,1024,100,5,0,10280.333333333334
4,10,4,10,1,0,1,10,512,100,5,29,867.66666666666663
2,10,2,10,10,0,1,10,1024,100,2,0,9087.3333333333339
4,10,2,10,10,1,1000,10,512,100,2,0,33021.0
2,10,4,10,10,0,1,1000,1024,10000,2,0,9129.0833333333339
4,1,4,10,10,1,1,1000,512,10000,5,0,5055.25
4,1,4,10,1,0,1000,1000,512,10000,2,29,45704.0
2,10,4,10,1,0,1000,1000,1024,10000,5,0,18529.25
4,10,2,1000000,10,0,1,1000,512,10000,2,0,375.25
2,1,4,10,10,1,1,10,1024,100,2,29,9035.0833333333339
4,1,2,1000000,1,0,1,10,1024,100,2,29,204.16666666666666
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,41.833333333333336
2,1,4,1000000,1,0,1,1000,1024,10000,5,29,50.666666666666664
2,10,4,1000000,1,1,1000,10,1024,100,2,29,293.66666666666669
2,10,4,1000000,1,0,1000,1000,1024,10000,2,0,19.916666666666668
4,1,2,1000000,1,1,1,1000,512,10000,5,0,40.5
4,10,4,10,10,1,1,10,512,100,2,0,8826.1666666666661
4,1,4,10,1,1,1,10,512,100,2,0,908.83333333333337
2,10,4,10,10,0,1000,1000,1024,10000,5,0,19911.416666666668
2,1,4,10,10,0,1000,10,1024,100,5,29,19329.666666666668
4,1,4,10,10,0,1,1000,512,10000,2,0,8904.4166666666661
2,1,2,10,1,1,1000,1000,1024,10000,2,0,53014.333333333336
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,5.583333333333333
2,10,2,10,10,1,1,1000,1024,10000,5,29,8294.8333333333339
2,1,4,10,1,0,1,1000,1024,10000,5,29,929.91666666666663
2,10,4,10,10,0,1,10,512,100,2,0,9135.8333333333339
2,1,2,10,1,1,1000,1000,1024,10000,5,29,19146.5
4,10,2,10,1,0,1,1000,512,10000,5,29,883.41666666666663
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,3.3333333333333335
4,10,4,10,1,0,1,1000,1024,10000,5,29,881.91666666666663
4,1,2,10,1,1,1000,1000,512,10000,2,29,28514.916666666668
2,10,2,10,10,1,1,10,1024,100,2,0,9119.8333333333339
4,10,2,1000000,10,1,1,1000,512,10000,5,0,19.333333333333332
4,1,4,10,1,0,1,1000,1024,10000,2,0,880.08333333333337
4,10,2,10,1,1,1000,10,1024,100,5,29,12719.583333333334
2,10,4,10,1,1,1000,1000,1024,10000,5,29,18304.833333333332
2,10,4,10,10,1,1,10,1024,100,2,29,9147.9166666666661
2,10,4,10,1,0,1,1000,512,10000,5,29,902.58333333333337
2,1,4,1000000,1,0,1,10,512,100,2,29,79.5
2,1,2,10,1,0,1,1000,512,10000,2,29,895.58333333333337
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,206.5
4,10,4,10,1,1,1000,10,1024,100,5,0,13693.833333333334
2,1,4,10,1,1,1000,1000,1024,10000,2,29,59772.416666666664
4,10,4,1000000,10,0,1,10,512,100,5,0,0.25
4,10,2,1000000,10,0,1,10,512,100,2,29,0.33333333333333331
2,10,4,1000000,1,0,1,1000,512,10000,2,29,149.16666666666666
4,10,4,1000000,1,0,1,10,512,100,5,0,54.833333333333336
2,10,2,10,10,1,1,1000,512,10000,5,29,8389.8333333333339
4,1,2,1000000,10,1,1,1000,512,10000,5,0,0.16666666666666666
2,10,2,10,1,1,1,10,1024,100,5,29,907.75
4,1,4,10,10,0,1,1000,512,10000,2,29,8902.3333333333339
4,1,4,1000000,1,1,1,10,512,100,2,0,117.5
2,10,4,10,10,1,1000,1000,1024,10000,5,29,19206.25
2,1,4,10,1,0,1000,10,512,100,5,29,22605.166666666668
4,1,4,10,10,0,1000,10,512,100,2,29,28023.75
4,1,2,10,10,0,1000,10,512,100,5,0,4692.25
2,1,2,1000000,1,0,1,10,512,100,2,0,81.166666666666671
2,10,4,1000000,1,1,1000,1000,1024,10000,2,0,10.916666666666666
2,1,2,1000000,1,1,1,1000,1024,10000,2,0,82.5
4,10,2,1000000,10,1,1,10,512,100,2,29,10.833333333333334
4,10,2,10,10,0,1000,1000,512,10000,5,29,13247.333333333334
2,1,4,10,1,0,1,1000,1024,10000,2,0,920.41666666666663
4,1,4,10,10,0,1000,10,512,100,2,0,29686.666666666668
2,1,2,10,1,1,1,10,1024,100,2,29,912.58333333333337
4,10,4,1000000,1,1,1,10,1024,100,5,29,53.0
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,49.5
2,10,4,10,1,1,1,1000,512,10000,5,29,926.58333333333337
2,10,4,10,1,0,1000,1000,1024,10000,2,0,56260.583333333336
2,10,4,10,1,1,1000,10,1024,100,2,0,52389.0
4,10,4,10,10,0,1,1000,1024,10000,2,0,8710.75
4,10,4,1000000,10,1,1,1000,1024,10000,2,0,64.75
4,10,4,10,10,0,1000,10,1024,100,5,0,10842.0
4,10,2,10,10,0,1,10,1024,100,5,0,4903.5
4,10,2,10,1,0,1,1000,1024,10000,2,0,895.91666666666663
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,23.333333333333332
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,152.83333333333334
2,10,2,10,10,1,1000,1000,512,10000,2,0,48319.916666666664
4,10,2,10,1,0,1000,1000,512,10000,2,0,36979.333333333336
4,10,4,10,10,0,1000,10,1024,100,5,29,9744.25
4,1,4,1000000,10,0,1,10,1024,100,2,0,148.25
2,10,4,10,1,0,1,1000,512,10000,2,0,907.66666666666663
4,10,2,10,10,1,1,10,512,100,5,29,4991.166666666667
2,10,4,10,1,0,1000,10,512,100,2,0,52404.5
4,10,4,10,1,1,1000,1000,1024,10000,2,0,43443.25
4,1,4,10,10,0,1000,1000,512,10000,2,29,28477.25
4,1,4,1000000,1,1,1,1000,1024,10000,5,29,49.833333333333336
4,10,2,10,10,0,1000,1000,512,10000,2,29,31974.833333333332
4,10,4,10,10,0,1,10,1024,100,2,29,8802.25
2,10,4,10,1,1,1000,1000,512,10000,5,29,18138.416666666668
4,1,4,1000000,10,1,1000,10,512,100,2,0,66.333333333333329
2,10,2,10,1,1,1000,10,512,100,2,0,44822.25
2,1,2,10,1,0,1,1000,512,10000,5,29,908.25
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,76.916666666666671
2,1,4,10,10,1,1000,10,1024,100,2,29,48634.083333333336
2,10,2,10,1,0,1000,10,1024,100,5,0,16383.833333333334
2,1,2,10,1,1,1,10,512,100,2,29,932.91666666666663
4,1,4,10,1,1,1,10,1024,100,2,29,917.75
4,10,4,1000000,1,0,1000,1000,512,10000,5,29,53.75
2,10,2,1000000,1,1,1,10,512,100,5,29,65.0
4,10,4,10,1,1,1,1000,1024,10000,2,0,885.25
4,1,4,10,10,1,1,1000,512,10000,2,0,8907.4166666666661
2,10,2,10,1,1,1,10,1024,100,2,29,902.25
4,1,4,1000000,1,1,1,10,1024,100,2,29,118.83333333333333
4,1,4,10,10,1,1,10,512,100,2,29,8928.25
2,10,4,10,10,1,1,10,512,100,2,29,9137.75
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,443.5
4,1,2,1000000,1,0,1,1000,512,10000,5,0,42.166666666666664
2,1,4,10,1,0,1000,10,1024,100,2,0,57834.916666666664
4,10,4,10,10,0,1000,1000,1024,10000,5,29,9923.0
4,1,4,10,1,0,1000,10,512,100,5,29,14575.25
2,10,2,10,1,0,1000,1000,1024,10000,2,29,49469.166666666664
4,1,4,10,1,0,1000,1000,512,10000,5,0,15436.666666666666
2,1,2,1000000,1,1,1,10,1024,100,2,0,84.333333333333329
4,10,4,10,10,1,1,1000,1024,10000,2,29,8780.4166666666661
2,1,4,10,1,1,1000,1000,512,10000,5,0,23275.916666666668
2,10,4,10,1,1,1000,10,1024,100,5,0,18550.5
4,1,4,10,1,0,1000,10,1024,100,2,0,44042.166666666664
2,1,4,10,1,1,1000,1000,1024,10000,2,0,60418.5
4,1,2,1000000,10,1,1000,10,512,100,2,29,12.333333333333334
4,10,2,10,10,0,1000,10,512,100,5,0,11727.75
4,10,4,1000000,10,0,1,10,1024,100,2,0,192.83333333333334
2,10,2,10,10,0,1000,10,1024,100,5,0,16304.583333333334
4,1,2,1000000,1,0,1,10,1024,100,2,0,201.16666666666666
4,10,4,1000000,10,0,1000,1000,1024,10000,2,29,23.416666666666668
4,1,4,10,10,1,1000,10,512,100,2,29,28245.666666666668
4,1,2,1000000,1,0,1,1000,512,10000,2,29,199.33333333333334
4,10,2,10,1,1,1000,10,512,100,2,0,36316.416666666664
2,1,4,1000000,1,0,1,10,512,100,5,0,46.166666666666664
2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,236.25
2,1,4,10,10,1,1,10,1024,100,5,29,8497.8333333333339
2,1,4,10,1,0,1,10,512,100,2,29,914.16666666666663
4,1,2,10,1,1,1000,1000,512,10000,2,0,28963.5
4,1,2,1000000,10,0,1,1000,1024,10000,5,0,0.083333333333333329
2,10,2,10,10,0,1000,1000,1024,10000,2,29,47818.5
4,1,4,1000000,1,1,1,10,512,100,5,29,51.0
2,1,2,10,10,0,1,10,1024,100,5,0,8718.3333333333339
4,10,4,10,10,1,1000,1000,512,10000,2,29,24711.916666666668
4,10,4,1000000,1,1,1000,10,1024,100,2,0,372.5
2,1,2,10,10,0,1,1000,1024,10000,5,0,8555.4166666666661
4,10,4,10,10,0,1000,10,1024,100,2,0,26309.916666666668
2,10,4,10,1,1,1000,1000,1024,10000,5,0,18331.833333333332
2,1,2,1000000,1,1,1000,1000,1024,10000,2,29,11.75
2,1,4,1000000,1,0,1000,10,1024,100,2,29,68.333333333333329
2,10,2,1000000,1,0,1,10,512,100,2,29,155.16666666666666
4,1,4,10,1,1,1000,1000,1024,10000,2,29,45615.416666666664
4,10,4,1000000,1,1,1,10,1024,100,5,0,53.333333333333336
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,8.25
4,1,4,10,1,1,1000,1000,512,10000,5,29,14998.75
4,1,4,10,1,0,1,1000,512,10000,5,0,898.66666666666663
4,10,4,10,1,1,1000,10,1024,100,5,29,13051.666666666666
2,1,4,10,10,1,1000,10,1024,100,5,29,19176.916666666668
2,10,2,1000000,1,1,1,10,512,100,2,29,151.5
4,1,4,10,10,1,1000,1000,512,10000,5,0,11221.333333333334
2,10,4,10,1,1,1,1000,1024,10000,5,0,922.83333333333337
2,1,2,10,10,1,1,1000,1024,10000,5,29,8758.9166666666661
4,1,4,10,1,1,1,10,1024,100,2,0,894.83333333333337
2,1,4,10,1,0,1000,1000,512,10000,5,0,11495.75
4,10,2,1000000,10,1,1,10,512,100,2,0,8.0
4,10,4,1000000,10,1,1,10,512,100,5,0,0.5
2,10,2,10,1,1,1000,1000,1024,10000,5,0,17292.416666666668
2,1,4,10,1,1,1,10,1024,100,2,0,908.33333333333337
2,1,4,10,10,1,1,10,512,100,2,29,9168.8333333333339
2,1,4,10,10,1,1000,1000,1024,10000,2,0,48107.666666666664
4,1,2,10,10,1,1,10,1024,100,5,0,5271.916666666667
2,1,4,1000000,1,0,1,1000,512,10000,2,29,76.166666666666671
2,1,2,10,10,1,1000,10,512,100,5,0,20101.083333333332
4,10,4,1000000,1,1,1,1000,1024,10000,2,0,144.0
4,10,4,10,1,1,1,10,512,100,2,29,892.91666666666663
4,1,4,10,1,0,1000,1000,512,10000,5,29,14806.583333333334
4,10,4,1000000,1,0,1,1000,512,10000,5,29,54.0
2,10,2,10,1,1,1000,1000,1024,10000,5,29,17216.0
2,10,4,1000000,1,0,1000,10,512,100,5,29,1.9166666666666667
2,10,4,10,10,1,1,10,512,100,5,29,8162.916666666667
2,1,2,1000000,1,0,1,10,512,100,2,29,78.166666666666671
4,10,2,10,1,1,1000,10,1024,100,5,0,12568.416666666666
4,1,2,10,10,1,1,1000,512,10000,5,29,5370.416666666667
2,10,4,10,10,0,1,10,512,100,2,29,9129.0833333333339
2,10,4,10,10,1,1000,1000,512,10000,2,0,46209.25
4,1,2,10,1,0,1000,1000,512,10000,2,29,27474.833333333332
4,10,2,1000000,1,0,1,10,512,100,5,29,55.5
4,10,4,10,1,0,1,10,1024,100,5,29,889.08333333333337
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,15.916666666666666
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,82.166666666666671
4,1,2,1000000,1,1,1,10,1024,100,5,29,41.166666666666664
2,1,2,10,1,0,1,1000,1024,10000,2,0,922.33333333333337
4,10,2,10,1,1,1000,1000,1024,10000,5,29,12804.166666666666
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,74.25
2,1,2,10,1,1,1000,1000,1024,10000,5,0,18090.166666666668
4,10,2,1000000,10,0,1,10,512,100,2,0,151.58333333333334
2,1,4,1000000,1,1,1,1000,512,10000,5,0,50.333333333333336
4,1,2,10,10,1,1,10,512,100,5,0,5320.666666666667
2,10,2,10,1,1,1000,10,1024,100,5,29,16302.0
4,1,2,10,1,0,1,10,1024,100,5,0,891.83333333333337
4,1,4,1000000,1,1,1000,10,1024,100,2,29,7.333333333333333
4,1,2,1000000,1,1,1,1000,512,10000,5,29,41.0
2,1,4,10,1,0,1000,1000,1024,10000,2,29,60000.75
2,1,2,10,10,1,1,1000,512,10000,5,0,8731.25
4,1,4,1000000,1,0,1,1000,512,10000,2,0,114.66666666666667
2,1,4,10,10,1,1000,1000,1024,10000,2,29,48382.416666666664
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,82.166666666666671
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,157.33333333333334
2,10,4,1000000,1,0,1,10,512,100,2,0,149.33333333333334
4,1,4,1000000,10,1,1,10,512,100,2,29,333.25
4,10,2,1000000,1,0,1000,10,1024,100,5,29,85.833333333333329
4,10,2,10,1,0,1000,1000,512,10000,5,29,12273.25
4,10,2,10,1,0,1000,1000,1024,10000,5,0,12442.166666666666
4,10,4,10,10,0,1,10,1024,100,5,0,4652.083333333333
4,10,4,10,10,0,1,1000,1024,10000,2,29,8751.0
4,10,2,10,10,1,1,10,512,100,5,0,4990.916666666667
2,10,4,1000000,1,0,1,1000,512,10000,5,29,63.166666666666664
2,10,2,10,1,0,1000,10,1024,100,5,29,16933.916666666668
2,1,2,10,1,0,1000,10,512,100,2,0,49985.416666666664
4,1,2,10,10,0,1000,1000,512,10000,2,29,33173.0
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,7.916666666666667
4,1,2,10,10,0,1000,10,1024,100,2,0,34393.25
4,10,4,10,10,1,1000,1000,1024,10000,5,29,10082.666666666666
2,10,2,1000000,1,1,1000,1000,512,10000,2,29,305.5
4,10,4,10,1,0,1,10,512,100,5,0,897.83333333333337
4,10,4,1000000,1,1,1,10,1024,100,2,29,140.66666666666666
4,10,2,10,10,1,1,10,1024,100,2,0,8855.0
4,10,4,10,1,1,1000,10,512,100,2,29,44819.333333333336
2,1,4,1000000,1,0,1,1000,1024,10000,2,0,81.0
4,1,4,1000000,1,1,1,10,512,100,2,29,116.83333333333333
2,10,4,10,1,0,1,10,512,100,2,0,919.5
4,1,2,10,1,1,1000,10,1024,100,5,29,13207.583333333334
4,10,2,10,10,1,1,10,1024,100,5,0,4986.5
4,10,4,1000000,10,1,1000,10,512,100,2,29,12.416666666666666
4,1,4,10,10,1,1000,1000,1024,10000,5,29,11138.75
2,1,4,10,10,0,1,10,512,100,5,0,5210.166666666667
4,1,2,10,10,0,1,10,512,100,5,0,2255.25
4,10,2,10,1,0,1000,1000,1024,10000,5,29,12763.083333333334
2,10,4,10,1,0,1,1000,1024,10000,5,0,911.75
4,1,2,1000000,1,1,1000,10,1024,100,2,29,1.4166666666666667
4,10,2,1000000,1,1,1,10,1024,100,2,29,179.16666666666666
2,1,2,1000000,1,1,1000,1000,512,10000,2,29,1.0833333333333333
4,1,4,1000000,10,1,1000,10,1024,100,2,0,49.833333333333336
2,10,2,1000000,1,0,1000,10,512,100,2,29,10.416666666666666
2,1,4,1000000,1,0,1000,10,512,100,2,29,1.75
4,10,2,10,1,1,1,10,512,100,5,0,877.83333333333337
4,1,2,10,1,0,1,1000,1024,10000,5,29,884.91666666666663
2,10,4,10,1,0,1,10,1024,100,2,0,888.0
2,10,4,1000000,1,1,1000,10,512,100,2,29,4.0
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,63.583333333333336
4,10,4,1000000,1,0,1,10,1024,100,5,0,54.0
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,0.41666666666666669
4,10,4,10,10,1,1,1000,512,10000,2,29,8745.1666666666661
4,10,2,1000000,10,1,1,1000,512,10000,5,29,79.583333333333329
2,1,4,10,10,1,1,10,512,100,2,0,9061.0833333333339
2,1,2,10,1,0,1,1000,512,10000,2,0,904.16666666666663
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,22.083333333333332
4,10,4,10,1,0,1000,10,512,100,5,0,12806.583333333334
2,10,4,1000000,1,1,1,10,512,100,5,29,64.166666666666671
2,10,2,10,1,1,1,1000,1024,10000,2,0,904.16666666666663
4,1,2,1000000,1,0,1,10,512,100,2,0,196.33333333333334
4,10,2,1000000,10,0,1,10,512,100,5,0,14.833333333333334
4,1,2,1000000,10,0,1,1000,512,10000,2,29,379.33333333333331
4,10,4,1000000,1,1,1000,10,1024,100,5,29,17.416666666666668
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,10.833333333333334
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,3.9166666666666665
2,10,2,10,10,0,1,1000,1024,10000,2,29,9105.75
4,10,2,1000000,10,1,1000,10,512,100,2,29,3.3333333333333335
4,1,2,10,10,1,1,1000,1024,10000,2,29,8879.25
4,10,2,10,10,0,1,1000,512,10000,2,29,8864.1666666666661
2,1,2,10,1,0,1,1000,1024,10000,5,0,928.25
2,10,2,10,10,1,1000,1000,1024,10000,5,0,16739.083333333332
2,1,2,1000000,1,0,1,1000,1024,10000,5,0,48.166666666666664
4,1,2,10,1,1,1,10,1024,100,5,0,886.25
4,10,2,10,1,0,1000,10,512,100,2,29,38022.083333333336
4,1,4,10,1,1,1000,1000,512,10000,2,0,44664.75
4,1,2,10,10,1,1000,10,512,100,5,29,12747.5
2,1,4,10,10,1,1000,1000,512,10000,2,0,48611.166666666664
2,10,4,10,1,0,1,10,1024,100,5,0,915.08333333333337
4,1,2,10,1,1,1000,10,512,100,2,29,29332.666666666668
2,10,4,1000000,1,1,1,1000,512,10000,2,29,153.0
2,10,2,10,10,1,1,10,512,100,2,29,9157.8333333333339
4,1,2,1000000,10,1,1,10,1024,100,2,29,310.16666666666669
2,10,2,10,10,0,1000,1000,1024,10000,5,0,18629.0
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,1.0
4,1,2,10,10,1,1000,10,1024,100,5,0,12748.083333333334
4,1,4,1000000,1,0,1,10,512,100,2,0,118.66666666666667
2,10,2,10,1,1,1,1000,512,10000,2,29,913.66666666666663
4,10,2,1000000,1,1,1000,10,512,100,2,29,6.083333333333333
2,1,2,10,1,0,1000,1000,512,10000,5,29,18180.25
4,10,2,10,10,0,1,1000,1024,10000,5,0,5003.166666666667
2,1,2,10,1,0,1000,1000,1024,10000,2,0,50917.666666666664
4,1,4,10,1,0,1000,10,512,100,2,29,45158.166666666664
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,156.66666666666666
4,1,2,1000000,10,1,1,1000,512,10000,2,29,308.58333333333331
4,1,2,10,1,0,1000,10,1024,100,5,0,14392.833333333334
4,1,4,10,10,0,1,10,512,100,2,29,8882.6666666666661
4,1,2,1000000,1,1,1,10,1024,100,2,0,192.33333333333334
2,10,4,10,10,0,1000,10,512,100,2,29,46739.166666666664
2,10,4,10,1,1,1,10,512,100,5,29,916.08333333333337
4,1,2,10,10,0,1000,10,512,100,5,29,12799.333333333334
4,10,2,1000000,1,1,1000,10,1024,100,2,29,4.25
2,1,2,10,10,0,1,1000,512,10000,5,0,4894.083333333333
2,1,2,10,10,0,1,1000,1024,10000,2,29,9165.3333333333339
2,10,2,10,10,1,1,10,1024,100,5,0,8281.9166666666661
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,53.166666666666664
4,10,4,10,10,1,1,10,1024,100,5,29,4791.083333333333
2,10,2,10,10,0,1,10,1024,100,2,29,9100.1666666666661
2,10,2,10,1,1,1000,1000,1024,10000,2,0,46684.083333333336
4,1,4,10,10,0,1,1000,1024,10000,2,0,8855.5833333333339
4,1,4,10,1,0,1,1000,512,10000,5,29,899.5
2,1,2,10,10,0,1,10,1024,100,2,29,9123.3333333333339
2,1,4,10,1,1,1000,10,512,100,5,29,23231.416666666668
4,1,4,10,1,0,1,1000,1024,10000,5,0,888.58333333333337
2,10,2,10,10,0,1,10,1024,100,5,29,8358.1666666666661
2,1,4,10,10,0,1,1000,512,10000,2,0,9170.5833333333339
4,1,2,10,10,0,1,1000,512,10000,5,29,5372.75
4,10,4,10,1,0,1,10,512,100,2,0,906.16666666666663
2,10,4,10,1,1,1000,1000,512,10000,5,0,18728.75
4,1,2,1000000,1,1,1,1000,512,10000,2,29,197.83333333333334
2,10,4,1000000,1,0,1000,10,512,100,5,0,2.5
4,10,2,1000000,1,1,1,1000,512,10000,2,0,182.16666666666666
2,10,4,1000000,1,0,1,10,512,100,2,29,149.5
2,1,2,10,1,1,1000,1000,512,10000,5,29,18783.0
4,10,4,10,10,1,1000,10,512,100,5,29,12062.666666666666
2,10,4,10,1,0,1000,10,512,100,5,0,18590.5
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.91666666666666663
2,1,2,1000000,1,0,1,1000,512,10000,5,0,0.083333333333333329
2,10,4,1000000,1,0,1000,1000,1024,10000,5,0,3.75
2,10,2,10,1,0,1,10,1024,100,2,0,912.33333333333337
4,10,4,10,10,1,1,10,1024,100,2,29,8857.25
2,1,2,10,1,1,1000,10,1024,100,5,29,18046.916666666668
4,10,4,10,1,0,1,10,1024,100,2,29,906.0
4,10,4,1000000,1,0,1,10,512,100,5,29,58.166666666666664
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,17.5
2,10,2,10,10,1,1000,1000,512,10000,2,29,47337.833333333336
4,1,4,1000000,1,0,1,1000,512,10000,5,29,53.166666666666664
4,1,4,10,10,0,1,10,512,100,5,0,4957.833333333333
2,10,4,10,1,0,1,1000,1024,10000,2,0,905.08333333333337
4,1,4,10,1,0,1000,1000,1024,10000,5,0,14841.5
4,1,2,10,10,0,1000,1000,512,10000,5,29,12236.333333333334
2,1,2,10,1,0,1000,10,512,100,5,0,11031.916666666666
4,1,2,10,1,0,1000,10,512,100,5,29,13669.416666666666
4,1,2,10,10,1,1000,10,1024,100,5,29,12844.083333333334
2,1,2,10,10,0,1000,1000,1024,10000,2,29,45184.666666666664
2,10,2,10,1,0,1000,1000,1024,10000,2,0,48611.25
2,10,2,1000000,1,1,1,10,512,100,2,0,154.0
2,1,4,1000000,1,1,1,10,1024,100,5,29,0.083333333333333329
4,10,2,10,1,1,1,10,1024,100,2,29,899.0
4,10,2,1000000,1,1,1,10,512,100,5,29,48.833333333333336
2,1,4,10,10,0,1000,10,512,100,5,0,10543.5
4,10,4,10,1,1,1,10,1024,100,2,29,892.58333333333337
2,1,2,1000000,1,1,1,10,512,100,2,29,82.0
4,1,4,10,1,0,1,10,1024,100,2,29,907.66666666666663
4,1,4,10,1,0,1,10,512,100,2,29,918.25
4,10,4,10,10,0,1,10,512,100,2,29,8593.9166666666661
2,10,2,1000000,1,0,1,1000,512,10000,5,0,0.083333333333333329
4,1,2,10,1,1,1,1000,1024,10000,2,0,912.08333333333337
2,1,2,10,1,0,1000,10,1024,100,2,29,49097.916666666664
