topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,1,4,10,10,0,1000,10,512,100,2,0,29165.25
4,10,2,10,1,1,1000,1000,1024,10000,2,0,36942.833333333336
4,1,4,1000000,10,1,1,10,512,100,2,0,342.83333333333331
4,10,4,10,10,0,1000,1000,512,10000,5,29,11964.0
4,10,2,1000000,1,0,1000,10,512,100,2,0,93.083333333333329
2,10,2,10,1,0,1,1000,1024,10000,2,0,896.66666666666663
2,10,2,10,1,0,1000,1000,512,10000,2,29,47927.0
2,10,2,10,1,0,1,1000,1024,10000,5,0,910.0
4,1,4,1000000,1,0,1,10,512,100,2,29,122.5
4,1,2,10,1,0,1000,1000,512,10000,5,0,5370.5
4,1,2,1000000,1,0,1,10,1024,100,5,0,40.333333333333336
4,10,2,10,1,1,1,1000,1024,10000,2,29,875.91666666666663
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,88.833333333333329
4,1,4,10,10,0,1,1000,512,10000,5,0,4986.0
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,155.5
2,1,2,10,10,1,1,10,512,100,2,0,9121.9166666666661
2,1,4,10,1,0,1,10,512,100,5,0,920.83333333333337
2,1,2,10,10,0,1,1000,512,10000,5,29,8657.4166666666661
4,1,2,1000000,1,1,1,10,512,100,5,0,42.0
4,1,2,10,1,0,1,1000,1024,10000,2,29,888.41666666666663
4,1,2,1000000,10,0,1,10,1024,100,5,29,69.916666666666671
2,10,2,10,10,0,1000,1000,512,10000,5,29,17955.916666666668
4,1,4,10,10,1,1000,10,1024,100,5,29,11292.5
4,10,4,10,10,0,1000,1000,1024,10000,2,29,23759.833333333332
2,10,4,10,1,0,1,1000,512,10000,5,0,916.16666666666663
2,1,2,10,1,0,1000,10,512,100,2,29,50564.916666666664
4,10,2,10,1,0,1000,1000,512,10000,5,0,12659.916666666666
2,10,2,10,1,0,1000,10,1024,100,2,0,47050.833333333336
2,10,4,10,1,1,1,1000,512,10000,5,0,903.5
4,1,2,10,1,0,1,10,512,100,2,0,873.75
4,1,2,10,10,0,1000,1000,1024,10000,2,29,32219.416666666668
2,1,4,10,10,0,1,1000,1024,10000,2,29,9126.0833333333339
4,1,2,1000000,10,0,1000,10,1024,100,2,0,39.416666666666664
2,1,4,1000000,1,0,1,10,512,100,2,0,84.833333333333329
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,82.666666666666671
4,1,4,10,1,0,1,10,512,100,5,29,903.41666666666663
4,10,2,10,10,0,1,1000,1024,10000,5,29,4925.5
4,10,4,1000000,10,1,1000,10,1024,100,5,29,12.333333333333334
2,10,4,10,1,0,1000,10,1024,100,2,29,53477.25
2,1,4,10,10,1,1,1000,512,10000,2,0,9193.5833333333339
2,1,4,10,1,1,1000,1000,512,10000,5,29,23779.333333333332
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,8.75
2,10,2,1000000,1,0,1000,10,512,100,5,29,101.08333333333333
4,1,2,10,1,1,1,1000,512,10000,5,29,855.91666666666663
4,1,2,1000000,1,0,1,1000,512,10000,2,0,191.5
4,1,2,10,1,0,1,1000,512,10000,5,0,893.66666666666663
4,10,2,10,10,0,1,1000,512,10000,2,0,8838.5
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,72.416666666666671
4,10,2,1000000,1,0,1,1000,512,10000,5,0,50.333333333333336
4,10,4,10,10,1,1,1000,1024,10000,2,0,8801.3333333333339
2,1,2,10,1,0,1000,10,1024,100,5,29,18237.5
4,1,2,10,10,1,1000,1000,1024,10000,5,0,12329.75
2,10,4,1000000,1,0,1,10,1024,100,2,0,157.5
4,1,2,10,10,0,1,10,512,100,2,0,8896.8333333333339
2,1,2,10,10,1,1000,10,512,100,5,29,20405.5
4,1,2,10,1,0,1,1000,512,10000,2,29,906.08333333333337
4,1,2,10,10,0,1000,1000,1024,10000,5,29,13393.666666666666
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,86.833333333333329
2,10,2,1000000,1,0,1000,1000,512,10000,5,0,73.083333333333329
2,10,4,10,10,0,1000,10,512,100,5,29,19585.833333333332
2,1,4,1000000,1,1,1,10,1024,100,2,29,84.5
2,10,2,10,10,0,1,10,1024,100,5,0,8232.6666666666661
4,1,2,10,10,1,1,1000,1024,10000,5,29,5270.583333333333
2,10,4,1000000,1,0,1,10,1024,100,5,29,62.833333333333336
4,10,4,10,10,1,1000,1000,1024,10000,2,0,27345.75
4,10,4,10,10,0,1,1000,512,10000,5,29,4770.083333333333
4,10,2,1000000,1,0,1,1000,512,10000,2,29,178.33333333333334
2,10,2,10,10,0,1000,10,512,100,2,0,49802.083333333336
4,1,4,10,10,1,1000,10,512,100,2,0,29889.166666666668
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,157.83333333333334
2,10,4,1000000,1,1,1,1000,512,10000,2,0,152.16666666666666
4,10,4,10,10,1,1000,10,1024,100,2,0,24666.166666666668
4,1,2,10,10,1,1000,10,1024,100,2,0,33173.666666666664
2,10,4,10,10,1,1000,10,1024,100,2,0,45385.916666666664
4,1,4,10,1,1,1,1000,1024,10000,5,0,871.91666666666663
2,10,2,10,10,1,1000,10,512,100,2,29,45358.083333333336
4,10,4,10,10,1,1000,10,1024,100,5,29,11099.25
2,1,2,10,1,1,1,10,512,100,5,0,917.5
4,1,2,10,10,1,1000,1000,512,10000,2,0,31748.416666666668
2,10,2,10,10,0,1000,10,1024,100,5,29,16981.916666666668
2,1,2,10,1,1,1,1000,1024,10000,5,0,922.58333333333337
2,10,4,1000000,1,0,1000,1000,1024,10000,5,29,3.9166666666666665
4,1,4,10,1,0,1000,10,1024,100,2,29,44964.416666666664
2,1,2,10,10,0,1000,10,512,100,5,29,19336.25
4,1,2,10,10,1,1,10,512,100,2,0,8806.9166666666661
2,1,4,1000000,1,1,1,1000,512,10000,5,29,53.5
4,1,2,10,1,1,1,1000,1024,10000,5,29,889.58333333333337
4,10,4,1000000,1,0,1,1000,512,10000,2,0,143.0
4,10,4,1000000,1,0,1,10,512,100,2,0,137.83333333333334
4,10,4,1000000,1,1,1,10,512,100,2,0,141.66666666666666
4,1,4,10,10,1,1000,1000,1024,10000,2,0,27924.666666666668
4,10,4,10,10,1,1000,1000,1024,10000,5,0,10381.75
2,10,4,10,10,0,1000,10,1024,100,5,0,20450.5
4,1,4,10,10,0,1000,1000,1024,10000,2,0,28181.583333333332
4,1,2,10,10,1,1000,1000,512,10000,5,29,12638.666666666666
4,1,4,1000000,1,1,1,10,512,100,5,0,49.333333333333336
2,10,4,10,10,0,1000,1000,1024,10000,2,29,44795.5
4,10,4,1000000,10,0,1000,10,1024,100,2,0,9.3333333333333339
2,10,4,1000000,1,0,1000,10,512,100,2,0,0.25
4,10,2,1000000,10,0,1,1000,512,10000,5,29,37.75
2,1,2,10,10,1,1000,1000,1024,10000,2,0,47639.416666666664
4,1,2,1000000,10,0,1000,10,512,100,2,29,159.75
2,10,4,10,10,1,1,1000,1024,10000,5,0,8170.25
4,1,4,10,1,0,1,10,1024,100,5,29,900.41666666666663
2,1,4,10,1,0,1000,10,1024,100,2,29,60274.583333333336
4,10,2,10,10,1,1000,10,1024,100,2,0,30862.916666666668
4,1,2,10,10,0,1000,10,512,100,2,29,33954.916666666664
4,10,2,10,1,0,1000,10,1024,100,5,29,12002.416666666666
4,10,4,10,1,1,1000,1000,1024,10000,5,29,13473.666666666666
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,8.5833333333333339
2,10,4,10,10,1,1000,1000,512,10000,2,29,45089.5
2,1,4,10,1,1,1000,10,1024,100,2,29,58318.0
2,1,4,1000000,1,1,1,10,512,100,2,0,80.166666666666671
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,8.8333333333333339
2,1,4,10,10,1,1000,10,512,100,2,29,48685.0
4,1,4,10,10,1,1000,10,1024,100,2,0,28133.416666666668
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,37.833333333333336
2,1,2,10,1,1,1000,10,512,100,5,29,18439.833333333332
4,1,4,10,1,1,1000,10,1024,100,2,29,45073.0
4,1,4,10,1,0,1000,10,1024,100,5,29,15182.25
2,10,4,10,1,1,1,10,512,100,2,29,901.66666666666663
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,4.75
2,10,4,10,1,1,1000,10,1024,100,2,29,52501.833333333336
2,1,2,10,1,0,1000,1000,1024,10000,5,0,18694.5
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,29.083333333333332
4,10,2,10,1,1,1000,10,512,100,5,0,12156.5
2,1,4,10,1,1,1000,1000,1024,10000,5,29,22650.25
2,1,4,10,1,1,1,1000,1024,10000,5,0,910.16666666666663
4,10,2,10,10,1,1000,10,512,100,2,29,32097.0
4,10,2,10,10,1,1,10,512,100,2,0,8876.5
4,10,2,1000000,1,1,1000,10,512,100,2,0,438.33333333333331
2,1,4,10,10,0,1,10,1024,100,2,29,9192.9166666666661
4,1,2,1000000,1,1,1000,10,1024,100,2,0,312.41666666666669
4,10,4,1000000,1,1,1000,10,512,100,2,0,443.33333333333331
4,10,2,10,1,0,1,1000,512,10000,5,0,890.5
4,10,4,10,1,1,1,10,1024,100,5,29,884.75
2,1,4,10,1,0,1,10,1024,100,5,29,932.0
4,1,2,10,1,0,1000,10,512,100,2,29,29091.083333333332
2,10,4,10,1,0,1000,1000,512,10000,5,0,18176.833333333332
2,10,4,10,10,1,1,1000,512,10000,5,0,8244.0
2,1,2,10,10,0,1,10,512,100,2,29,9135.5
2,1,2,10,10,0,1000,1000,512,10000,5,0,10618.75
2,1,2,10,1,0,1,10,1024,100,2,29,901.58333333333337
4,10,4,10,10,1,1000,1000,512,10000,5,0,11117.75
4,10,4,1000000,10,0,1000,1000,512,10000,5,0,0.91666666666666663
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,59.166666666666664
2,1,4,10,1,1,1000,1000,1024,10000,5,0,22712.583333333332
4,10,4,1000000,10,0,1,1000,512,10000,5,29,0.25
4,1,4,10,10,1,1,10,512,100,2,0,8943.6666666666661
4,1,4,10,10,1,1000,10,1024,100,5,0,11080.833333333334
2,10,4,10,10,0,1000,10,512,100,5,0,19705.833333333332
4,10,2,10,10,0,1000,10,1024,100,5,29,12115.0
2,1,2,10,1,0,1,10,512,100,2,0,925.25
2,10,2,10,1,1,1,1000,1024,10000,2,29,905.58333333333337
2,10,4,10,10,1,1000,1000,512,10000,5,29,19925.083333333332
4,10,4,10,1,0,1000,10,512,100,5,29,13045.75
4,1,2,10,1,1,1,10,1024,100,5,29,883.08333333333337
4,10,4,10,1,1,1000,10,512,100,5,0,12907.666666666666
4,10,2,10,10,1,1000,10,512,100,5,0,12030.333333333334
4,10,4,10,1,1,1,1000,1024,10000,5,29,897.58333333333337
4,10,4,10,1,0,1,10,512,100,2,29,908.75
2,1,4,1000000,1,0,1,10,512,100,5,29,50.833333333333336
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,355.91666666666669
2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,29.0
4,10,2,10,1,1,1000,10,512,100,5,29,12594.5
2,10,4,10,1,1,1000,10,512,100,5,0,18072.166666666668
4,1,4,10,1,0,1,1000,512,10000,2,0,917.91666666666663
4,10,4,10,1,1,1,1000,512,10000,5,29,867.33333333333337
4,1,4,10,1,0,1000,10,1024,100,5,0,14876.833333333334
2,1,4,10,1,1,1000,10,1024,100,5,0,23319.166666666668
4,10,4,10,1,1,1,1000,512,10000,2,29,901.91666666666663
4,1,4,10,10,1,1,10,512,100,5,29,5037.333333333333
2,10,4,1000000,1,1,1,10,1024,100,5,29,62.166666666666664
4,10,2,10,1,1,1,10,1024,100,5,29,847.66666666666663
4,10,4,10,10,0,1,1000,1024,10000,5,29,4889.416666666667
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,6.5
4,1,4,1000000,10,0,1,1000,512,10000,2,29,337.75
4,10,4,10,10,0,1,1000,512,10000,2,0,8761.25
4,10,4,10,1,1,1000,1000,512,10000,5,29,12908.75
2,10,2,10,10,0,1,1000,512,10000,5,29,8171.583333333333
2,10,4,10,10,1,1000,10,512,100,5,29,20697.5
4,1,4,1000000,10,1,1,1000,512,10000,2,29,433.83333333333331
2,10,2,1000000,1,0,1,10,1024,100,2,0,157.66666666666666
2,1,2,10,10,0,1000,1000,512,10000,5,29,20223.083333333332
4,10,4,10,10,1,1,10,512,100,5,29,4857.166666666667
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,156.33333333333334
2,10,2,1000000,1,1,1,1000,512,10000,5,0,62.333333333333336
2,10,2,10,10,0,1,10,512,100,2,0,9151.4166666666661
4,10,4,10,1,0,1000,1000,1024,10000,2,0,43086.916666666664
4,1,4,1000000,10,1,1,10,1024,100,2,29,346.16666666666669
4,1,4,10,10,1,1,10,1024,100,2,0,8879.3333333333339
4,10,2,10,1,1,1,1000,512,10000,2,0,895.16666666666663
4,1,4,10,10,0,1000,10,1024,100,5,0,11515.166666666666
4,10,4,1000000,1,1,1,1000,512,10000,2,29,143.33333333333334
2,10,4,10,10,0,1,1000,1024,10000,5,0,8207.8333333333339
4,1,4,10,1,0,1,10,512,100,5,0,903.16666666666663
2,1,2,1000000,1,1,1,10,512,100,5,0,50.5
2,1,2,10,1,0,1,10,512,100,2,29,920.33333333333337
2,1,2,10,1,1,1,1000,512,10000,5,0,904.0
2,10,4,10,10,1,1000,10,1024,100,5,29,19556.083333333332
2,1,4,10,1,0,1000,10,512,100,2,0,58598.416666666664
2,10,2,10,1,0,1000,10,512,100,5,0,16712.583333333332
4,10,4,10,10,1,1000,10,512,100,2,0,26141.0
2,10,4,10,1,0,1,1000,1024,10000,2,29,904.08333333333337
4,1,4,10,10,1,1,1000,1024,10000,2,0,8807.8333333333339
2,1,4,10,10,1,1000,1000,512,10000,5,29,18577.833333333332
2,1,2,10,10,0,1000,1000,1024,10000,5,29,20413.333333333332
2,10,2,10,1,1,1000,10,512,100,5,29,16855.0
4,10,2,10,10,0,1,1000,1024,10000,2,0,8678.75
4,10,4,1000000,10,0,1,10,1024,100,2,29,4.25
4,1,2,10,10,1,1,10,1024,100,2,0,8747.5
2,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.083333333333333329
2,10,4,10,10,0,1,10,1024,100,2,0,9142.0833333333339
2,10,2,1000000,1,0,1,10,512,100,5,29,63.5
2,10,4,10,1,0,1000,1000,512,10000,2,29,55368.166666666664
4,10,4,1000000,1,0,1000,10,1024,100,5,29,7.083333333333333
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,64.666666666666671
2,10,4,1000000,1,0,1,10,512,100,5,29,63.833333333333336
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,6.0
2,1,4,10,10,1,1,1000,1024,10000,5,0,8405.9166666666661
4,1,4,10,10,0,1000,10,1024,100,2,29,28029.416666666668
4,10,2,10,10,0,1000,1000,1024,10000,5,0,11723.083333333334
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,151.66666666666666
4,10,4,10,10,0,1,1000,1024,10000,5,0,4806.916666666667
2,1,4,10,10,0,1,10,1024,100,5,0,8488.5
4,10,4,1000000,1,0,1000,10,512,100,2,29,99.583333333333329
4,1,4,10,1,1,1,10,1024,100,5,0,885.58333333333337
4,10,2,10,10,1,1,1000,1024,10000,5,29,5042.583333333333
2,10,4,10,1,1,1,1000,512,10000,2,29,913.25
4,1,2,10,10,0,1,10,1024,100,5,0,5484.416666666667
4,10,2,10,10,0,1,1000,1024,10000,2,29,8670.6666666666661
4,10,4,10,1,0,1000,1000,1024,10000,2,29,43862.083333333336
2,1,2,10,10,0,1000,10,512,100,2,29,44789.583333333336
4,1,2,1000000,10,0,1000,1000,1024,10000,2,0,13.166666666666666
2,1,2,10,10,1,1,10,512,100,5,0,8542.25
4,10,4,1000000,10,0,1000,10,1024,100,2,29,5.5
4,10,4,10,1,1,1,1000,512,10000,2,0,883.58333333333337
2,10,2,10,10,0,1000,10,512,100,2,29,49162.666666666664
4,1,4,1000000,10,0,1,10,1024,100,5,0,9.9166666666666661
2,1,4,1000000,1,0,1000,1000,1024,10000,5,0,10.25
4,10,4,1000000,10,0,1,1000,512,10000,5,0,1.25
2,10,4,10,1,0,1000,10,512,100,5,29,18469.166666666668
2,10,4,10,1,1,1,10,1024,100,5,0,911.08333333333337
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,48.0
4,1,4,10,10,1,1,1000,1024,10000,5,0,5103.416666666667
2,10,2,10,10,0,1000,1000,512,10000,2,0,46868.0
2,10,2,10,10,0,1,10,512,100,5,0,8380.0
2,1,4,10,1,1,1,1000,512,10000,5,29,920.75
4,10,2,10,10,0,1,1000,512,10000,5,29,4982.083333333333
4,1,2,10,10,1,1000,1000,1024,10000,2,29,32805.5
4,10,2,1000000,1,0,1,10,1024,100,5,29,50.5
4,10,2,10,1,1,1,1000,1024,10000,2,0,895.41666666666663
4,10,2,10,10,1,1000,1000,1024,10000,2,29,31501.666666666668
2,10,4,1000000,1,1,1,10,1024,100,2,0,153.16666666666666
2,1,4,10,1,1,1000,1000,512,10000,2,29,59035.416666666664
2,1,4,10,10,0,1,1000,512,10000,2,29,9143.5833333333339
2,10,4,10,10,0,1000,1000,512,10000,2,29,45499.666666666664
4,10,2,10,10,0,1,10,512,100,5,0,4948.0
2,1,4,10,10,0,1,1000,1024,10000,5,0,8507.5833333333339
4,10,4,1000000,10,0,1000,10,512,100,2,0,13.0
4,10,4,1000000,1,0,1,10,1024,100,2,29,140.83333333333334
2,1,2,10,1,1,1,1000,1024,10000,2,0,912.91666666666663
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,8.4166666666666661
2,1,4,10,1,1,1,1000,1024,10000,2,0,917.25
2,1,2,10,10,1,1,1000,512,10000,5,29,8787.25
2,1,4,10,10,1,1,10,512,100,5,29,8609.4166666666661
2,10,4,10,10,0,1000,10,1024,100,2,29,46939.916666666664
2,10,4,10,10,1,1,1000,1024,10000,2,0,9132.1666666666661
4,1,2,10,1,1,1000,1000,1024,10000,2,0,28592.75
2,10,2,10,1,0,1000,10,512,100,2,0,45961.666666666664
2,1,2,10,1,1,1000,1000,512,10000,2,29,52250.75
4,10,4,10,10,1,1,10,512,100,5,0,4804.75
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,9.3333333333333339
4,1,2,10,10,1,1,1000,512,10000,2,0,8888.4166666666661
4,10,4,1000000,1,1,1,10,512,100,5,29,0.33333333333333331
2,1,4,10,10,0,1,10,1024,100,2,0,9115.0833333333339
4,1,4,10,10,0,1,10,1024,100,5,29,4930.416666666667
2,1,4,10,10,1,1,1000,512,10000,2,29,9149.4166666666661
2,1,4,1000000,1,1,1000,1000,1024,10000,2,0,5.5
2,10,2,10,1,0,1,1000,1024,10000,5,29,922.0
4,1,4,10,10,1,1000,1000,1024,10000,5,0,11431.916666666666
4,10,4,10,10,0,1,10,512,100,5,0,4778.083333333333
4,10,2,10,10,0,1000,10,512,100,5,29,12233.083333333334
4,1,2,10,1,1,1,10,512,100,2,0,886.33333333333337
4,1,4,10,10,1,1,1000,1024,10000,2,29,8847.3333333333339
2,1,4,10,10,1,1000,1000,512,10000,2,29,46338.416666666664
4,10,2,1000000,10,1,1,1000,1024,10000,2,29,1.0
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,49.333333333333336
2,1,4,10,10,1,1000,10,512,100,5,29,19739.583333333332
4,1,4,10,1,1,1000,10,512,100,2,29,44849.916666666664
4,1,2,10,10,0,1000,1000,1024,10000,5,0,12739.25
4,1,4,1000000,10,1,1,10,1024,100,2,0,431.5
4,1,2,10,10,0,1,10,512,100,5,29,5396.5
4,10,4,10,10,1,1,1000,512,10000,5,0,4806.833333333333
4,1,4,10,1,0,1,10,1024,100,2,0,890.66666666666663
4,1,4,10,1,1,1000,1000,1024,10000,5,0,14684.416666666666
4,1,2,10,1,1,1000,10,512,100,5,0,13964.25
4,10,2,1000000,1,0,1,10,512,100,2,0,175.5
2,1,4,10,10,0,1,10,512,100,2,0,9165.0
4,1,2,10,10,0,1,1000,512,10000,2,29,8861.3333333333339
4,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.083333333333333329
4,10,2,10,1,0,1000,10,1024,100,5,0,12403.25
2,1,2,10,1,0,1000,1000,1024,10000,2,29,50415.25
4,1,4,10,1,1,1000,1000,512,10000,2,29,45683.25
4,10,2,10,10,1,1000,1000,512,10000,2,29,31074.75
4,10,4,1000000,1,0,1,1000,1024,10000,2,29,144.66666666666666
4,1,2,10,1,1,1000,10,1024,100,5,0,12470.583333333334
4,1,4,1000000,10,1,1000,1000,512,10000,2,0,15.333333333333334
4,1,4,10,1,1,1,1000,512,10000,2,29,882.83333333333337
2,1,4,1000000,1,1,1000,10,512,100,2,29,4.75
4,1,4,10,1,1,1000,10,1024,100,5,29,15304.666666666666
2,10,4,10,10,0,1000,1000,512,10000,2,0,47418.583333333336
4,10,2,10,1,0,1000,10,1024,100,2,29,34645.666666666664
4,10,2,1000000,10,0,1,10,1024,100,2,0,4.583333333333333
4,1,2,10,1,1,1000,10,512,100,2,0,29010.833333333332
4,1,4,10,10,1,1000,10,1024,100,2,29,27964.5
2,10,2,1000000,1,1,1,10,1024,100,2,29,149.16666666666666
4,1,4,1000000,1,1,1,1000,1024,10000,2,0,114.33333333333333
2,10,4,10,10,1,1000,1000,512,10000,5,0,20594.833333333332
2,10,2,10,10,1,1000,10,512,100,5,0,19096.25
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,2.0833333333333335
4,1,4,10,10,0,1000,10,1024,100,5,29,11445.25
2,10,2,1000000,1,0,1,1000,512,10000,5,29,62.0
4,10,2,10,10,0,1000,10,1024,100,5,0,12337.083333333334
2,1,4,1000000,1,0,1,10,1024,100,2,29,86.0
2,10,4,10,1,0,1000,1000,1024,10000,2,29,57806.916666666664
2,10,4,10,1,1,1000,10,512,100,2,0,54573.166666666664
2,1,4,10,1,0,1000,10,1024,100,5,29,22819.25
2,10,4,1000000,1,0,1000,10,1024,100,5,0,10.916666666666666
4,1,2,10,1,0,1,1000,1024,10000,5,0,905.83333333333337
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,55.0
4,10,2,1000000,1,0,1,10,1024,100,5,0,54.166666666666664
2,1,2,10,10,0,1000,1000,512,10000,2,29,47315.916666666664
4,10,4,10,1,1,1000,1000,1024,10000,5,0,13396.416666666666
4,10,2,1000000,10,0,1,10,1024,100,5,0,49.916666666666664
2,10,4,10,1,1,1,10,1024,100,2,0,904.25
4,10,2,10,1,0,1,1000,512,10000,2,29,886.25
4,10,4,1000000,1,0,1000,10,1024,100,2,0,3.0
4,1,2,10,1,1,1000,1000,512,10000,5,29,13875.666666666666
2,10,2,10,10,0,1000,1000,512,10000,2,29,44539.083333333336
4,10,2,10,1,0,1,10,512,100,2,29,898.08333333333337
4,1,2,10,1,1,1,1000,1024,10000,2,29,904.33333333333337
4,1,2,10,1,0,1,1000,1024,10000,2,0,919.5
4,10,4,1000000,1,0,1,1000,512,10000,5,0,53.666666666666664
2,10,2,10,1,1,1000,1000,512,10000,2,29,48584.5
2,1,4,10,10,0,1,10,1024,100,5,29,8387.4166666666661
4,10,2,1000000,1,0,1,10,512,100,2,29,182.5
4,10,4,10,1,0,1000,1000,512,10000,2,29,43409.666666666664
2,1,4,1000000,1,0,1000,1000,512,10000,2,0,18.666666666666668
2,1,2,1000000,1,0,1000,10,1024,100,5,29,2.6666666666666665
2,1,2,10,1,0,1000,10,512,100,5,29,17483.5
4,10,4,1000000,10,0,1,10,1024,100,5,29,1.25
4,1,4,10,1,1,1,1000,1024,10000,2,0,903.75
4,10,4,10,1,0,1,1000,1024,10000,2,0,883.5
2,1,2,1000000,1,1,1,10,512,100,2,0,86.166666666666671
4,1,4,1000000,10,0,1,10,1024,100,2,29,331.83333333333331
2,10,4,10,10,1,1000,1000,1024,10000,2,0,46678.666666666664
2,1,2,10,1,1,1000,10,1024,100,5,0,17812.25
2,10,4,1000000,1,0,1000,10,1024,100,2,29,39.083333333333336
2,10,4,10,10,1,1000,1000,1024,10000,2,29,47036.75
4,1,2,1000000,1,1,1,1000,512,10000,2,0,195.5
2,10,2,1000000,1,1,1,10,512,100,5,0,68.166666666666671
2,10,2,1000000,1,0,1000,1000,1024,10000,5,29,3.25
2,10,4,1000000,1,0,1,1000,1024,10000,5,0,62.666666666666664
2,1,2,10,1,1,1000,1000,1024,10000,2,29,52665.0
4,10,2,10,10,1,1000,1000,512,10000,5,29,11369.916666666666
2,10,4,10,10,0,1,1000,512,10000,5,29,8375.5833333333339
4,1,2,10,1,1,1,10,512,100,5,29,897.08333333333337
4,10,4,1000000,10,1,1,1000,512,10000,2,29,108.58333333333333
2,1,4,10,10,0,1000,1000,512,10000,2,29,47754.416666666664
2,1,4,10,10,1,1,1000,1024,10000,5,29,8481.3333333333339
2,1,2,10,1,1,1000,10,1024,100,2,0,51305.916666666664
4,10,4,1000000,10,1,1000,10,1024,100,2,0,5.0
2,10,2,10,10,1,1000,10,1024,100,2,29,45901.75
2,1,2,10,1,0,1,10,1024,100,5,29,905.08333333333337
4,10,2,10,1,1,1,10,512,100,2,29,889.58333333333337
4,1,4,10,10,0,1000,1000,512,10000,5,29,10926.333333333334
4,10,4,10,10,1,1000,10,1024,100,2,29,24464.166666666668
2,10,2,10,1,0,1,10,1024,100,5,0,900.5
2,10,4,10,10,0,1,1000,512,10000,2,0,9181.6666666666661
2,1,2,10,1,0,1000,10,1024,100,2,0,51863.75
2,1,2,10,1,1,1,1000,1024,10000,5,29,926.91666666666663
4,10,2,10,10,0,1000,10,512,100,2,29,32533.0
4,10,2,1000000,10,1,1,10,512,100,5,0,20.916666666666668
2,1,2,1000000,1,0,1,10,1024,100,2,29,79.0
2,10,4,10,1,1,1,1000,1024,10000,5,29,903.91666666666663
4,10,4,10,1,1,1,10,1024,100,5,0,858.58333333333337
4,10,4,1000000,1,0,1,1000,512,10000,2,29,145.33333333333334
2,10,4,10,10,0,1000,10,512,100,2,0,44019.416666666664
2,10,2,10,1,1,1,1000,512,10000,5,29,902.75
2,10,4,10,10,0,1,1000,512,10000,2,29,9148.25
4,10,2,10,1,1,1000,1000,1024,10000,5,0,12552.666666666666
4,10,2,1000000,1,0,1000,10,1024,100,2,0,5.0
