step_size,percentage,loss,x264,storm-obj2,storm-obj1,sac,spear,sqlite,N-x264,N-storm-obj2,N-storm-obj1,N-sac,N-spear,N-sqlite
12,0.09,3,0.075,2.2215893141800001,0.0,2.2682119205299998,0.89133908621699998,0.099304865938399989,4.80794395768,0.10852903342354665,0.0,0.11069848318838457,0.022283477155424999,0.0005899065340287513,0.48079439576800004
12,0.09,4,0.075,0.92537095177200013,0.0,12.126563649700001,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.045206201845236937,0.0,0.59182838700341633,0.117446423732375,0.0005899065340287513,0.38858989260249993
12,0.09,5,0.075,0.92537095177200013,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.045206201845236937,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.38858989260249993
12,0.09,6,0.075,1.5111489997800001,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,2.1006767219100002,0.073822618455300443,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.210067672191
12,0.09,7,0.075,2.2215893141800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.10852903342354665,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.210067672191
12,0.13,3,0.075,0.2872226629165,0.0,12.126563649700001,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.014031395354982903,0.0,0.59182838700341633,0.015972489223712499,0.0005899065340287513,0.210067672191
12,0.13,4,0.075,2.17403538121,0.0,2.2682119205299998,100.0,0.099304865938399989,2.0965993325949999,0.10620592971226185,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.20965993325949997
12,0.13,5,0.075,2.17403538121,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,4.80794395768,0.10620592971226185,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.48079439576800004
12,0.13,6,0.075,1.5111489997800001,0.0,2.2682119205299998,100.0,0.099304865938399989,2.9667582377650001,0.073822618455300443,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.29667582377650004
12,0.13,7,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
12,0.15,3,0.075,1.5111489997800001,0.0,50.884214522100002,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,2.4833682050805272,0.117446423732375,0.0005899065340287513,0.38858989260249993
12,0.15,4,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.38858989260249993
12,0.15,5,0.075,2.17403538121,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,0.86736441539050002,0.10620592971226185,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.08673644153905001
12,0.15,6,0.075,2.17403538121,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.10620592971226185,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.22297290655099999
12,0.15,7,0.075,2.17403538121,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.10620592971226185,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.210067672191
12,0.18,3,0.075,2.2215893141800001,0.0,12.126563649700001,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.10852903342354665,0.0,0.59182838700341633,0.015972489223712499,0.0005899065340287513,0.34782458707600006
12,0.18,4,0.075,1.5111489997800001,0.0,50.884214522100002,4.6978569492949998,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,2.4833682050805272,0.117446423732375,0.0005899065340287513,0.34782458707600006
12,0.18,5,0.075,0.92537095177200013,0.0,2.2682119205299998,0.89133908621699998,0.099304865938399989,2.9667582377650001,0.045206201845236937,0.0,0.11069848318838457,0.022283477155424999,0.0005899065340287513,0.29667582377650004
12,0.18,6,0.075,2.2215893141800001,0.0,50.884214522100002,100.0,0.099304865938399989,2.2297290655099999,0.10852903342354665,0.0,2.4833682050805272,2.5,0.0005899065340287513,0.22297290655099999
12,0.18,7,0.075,2.2215893141800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.10852903342354665,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.210067672191
12,0.1,3,0.075,1.5111489997800001,0.0,50.884214522100002,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,2.4833682050805272,0.117446423732375,0.0005899065340287513,0.38858989260249993
12,0.1,4,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.22297290655099999
12,0.1,5,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,6.7477881341000003,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.67477881341000001
12,0.1,6,0.075,0.92537095177200013,0.0,2.2682119205299998,100.0,0.099304865938399989,2.1006767219100002,0.045206201845236937,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.210067672191
12,0.1,7,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.210067672191
12,0.2,3,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.22297290655099999
12,0.2,4,0.075,2.2215893141800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.9667582377650001,0.10852903342354665,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.29667582377650004
12,0.2,5,0.075,1.5111489997800001,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.38858989260249993
12,0.2,6,0.075,2.2215893141800001,0.0,2.2682119205299998,100.0,0.099304865938399989,3.4782458707600004,0.10852903342354665,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.34782458707600006
16,0.09,3,0.075,1.5111489997800001,0.0,50.884214522100002,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,2.4833682050805272,0.117446423732375,0.0005899065340287513,0.38858989260249993
16,0.09,4,0.075,1.5111489997800001,0.0,2.2682119205299998,100.0,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.34782458707600006
16,0.09,5,0.075,2.17403538121,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,2.2297290655099999,0.10620592971226185,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.22297290655099999
16,0.09,6,0.075,1.5111489997800001,0.0,2.2682119205299998,100.0,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.38858989260249993
16,0.09,7,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,4.80794395768,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.48079439576800004
16,0.13,3,0.075,1.5111489997800001,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,5.7396092195000001,0.073822618455300443,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.57396092195000004
16,0.13,4,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.22297290655099999
16,0.13,5,0.075,2.17403538121,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,2.2297290655099999,0.10620592971226185,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.22297290655099999
16,0.13,6,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
16,0.13,7,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,6.7477881341000003,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.67477881341000001
16,0.15,3,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.22297290655099999
16,0.15,4,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.9667582377650001,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.29667582377650004
16,0.15,5,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.38858989260249993
16,0.15,6,0.075,12.376333625815001,0.0,2.2682119205299998,100.0,0.099304865938399989,2.9667582377650001,0.60460838426062535,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.29667582377650004
16,0.15,7,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
16,0.18,3,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,5.7396092195000001,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.57396092195000004
16,0.18,4,0.075,3.5886219490949998,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.17531128232022472,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.38858989260249993
16,0.18,5,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,6.7477881341000003,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.67477881341000001
16,0.18,6,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,4.80794395768,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.48079439576800004
16,0.1,3,0.075,1.5111489997800001,0.0,2.2682119205299998,0.89133908621699998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,0.022283477155424999,0.0005899065340287513,0.38858989260249993
16,0.1,4,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.1006767219100002,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.210067672191
16,0.1,5,0.075,1.5111489997800001,0.0,12.126563649700001,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.59182838700341633,0.117446423732375,0.0005899065340287513,0.38858989260249993
16,0.1,6,0.075,2.2215893141800001,0.0,50.884214522100002,1.1244907871934999,0.099304865938399989,6.7477881341000003,0.10852903342354665,0.0,2.4833682050805272,0.028112269679837501,0.0005899065340287513,0.67477881341000001
16,0.1,7,0.075,1.5111489997800001,0.0,2.2682119205299998,100.0,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,2.5,0.0005899065340287513,0.38858989260249993
16,0.2,3,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.22297290655099999
16,0.2,4,0.075,0.92537095177200013,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.045206201845236937,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
16,0.2,6,0.075,2.17403538121,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.10620592971226185,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.34782458707600006
16,0.2,7,0.075,0.92537095177200013,0.0,2.2682119205299998,1.1244907871934999,0.099304865938399989,3.4782458707600004,0.045206201845236937,0.0,0.11069848318838457,0.028112269679837501,0.0005899065340287513,0.34782458707600006
20,0.09,3,0.075,0.92537095177200013,0.0,16.030169242100001,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.045206201845236937,0.0,0.78234110503172283,0.117446423732375,0.0005899065340287513,0.38858989260249993
20,0.09,4,0.075,2.17403538121,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.10620592971226185,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
20,0.09,5,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,2.9667582377650001,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.29667582377650004
20,0.09,6,0.075,1.5111489997800001,0.0,2.2682119205299998,0.89133908621699998,0.099304865938399989,2.1006767219100002,0.073822618455300443,0.0,0.11069848318838457,0.022283477155424999,0.0005899065340287513,0.210067672191
20,0.09,7,0.075,1.5111489997800001,0.0,12.126563649700001,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,0.59182838700341633,0.015972489223712499,0.0005899065340287513,0.22297290655099999
20,0.13,3,0.075,2.17403538121,0.0,50.884214522100002,4.6978569492949998,0.099304865938399989,2.2297290655099999,0.10620592971226185,0.0,2.4833682050805272,0.117446423732375,0.0005899065340287513,0.22297290655099999
20,0.13,4,0.075,1.5111489997800001,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.38858989260249993
20,0.13,5,0.075,2.17403538121,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.10620592971226185,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.38858989260249993
20,0.13,6,0.075,0.92537095177200013,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,2.9667582377650001,0.045206201845236937,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.29667582377650004
20,0.13,7,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.8858989260249999,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.38858989260249993
20,0.15,3,0.075,1.5111489997800001,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.34782458707600006
20,0.15,4,0.075,0.92537095177200013,0.0,2.2682119205299998,4.6978569492949998,0.099304865938399989,4.80794395768,0.045206201845236937,0.0,0.11069848318838457,0.117446423732375,0.0005899065340287513,0.48079439576800004
20,0.15,5,0.075,1.5111489997800001,0.0,50.884214522100002,0.63889956894849997,0.099304865938399989,2.2297290655099999,0.073822618455300443,0.0,2.4833682050805272,0.015972489223712499,0.0005899065340287513,0.22297290655099999
20,0.15,6,0.075,1.5111489997800001,0.0,2.2682119205299998,0.63889956894849997,0.099304865938399989,3.4782458707600004,0.073822618455300443,0.0,0.11069848318838457,0.015972489223712499,0.0005899065340287513,0.34782458707600006
